Country,Total,Employment_Age,Employed,Employed_percent,Canton,Date
Afghanistan,44,26,8,0.30769230769230771,TG,2022-04
China (Volksrepublik),19,15,7,0.46666666666666667,TG,2022-04
Irak,4,4,2,0.5,TG,2022-04
Iran,19,17,10,0.58823529411764708,TG,2022-04
Sri Lanka,55,35,25,0.7142857142857143,TG,2022-04
Syrien,204,119,46,0.38655462184873951,TG,2022-04
Türkei,73,53,9,0.16981132075471697,TG,2022-04
Gesamttotal,1385,816,191,0.23406862745098039,TI,2022-04
Äthiopien,8,6,0,0,TI,2022-04
Eritrea,609,330,86,0.26060606060606062,TI,2022-04
Somalia,16,10,2,0.2,TI,2022-04
Afghanistan,113,65,16,0.24615384615384617,TI,2022-04
China (Volksrepublik),3,3,2,0.66666666666666663,TI,2022-04
Irak,14,9,1,0.1111111111111111,TI,2022-04
Iran,32,24,3,0.125,TI,2022-04
Sri Lanka,89,63,31,0.49206349206349204,TI,2022-04
Syrien,285,160,24,0.15,TI,2022-04
Türkei,123,83,9,0.10843373493975904,TI,2022-04
Gesamttotal,315,193,97,0.50259067357512954,UR,2022-04
Eritrea,139,88,48,0.54545454545454541,UR,2022-04
Afghanistan,19,10,5,0.5,UR,2022-04
China (Volksrepublik),4,4,4,1,UR,2022-04
Irak,5,3,2,0.66666666666666663,UR,2022-04
Iran,2,2,0,0,UR,2022-04
Sri Lanka,36,23,19,0.82608695652173914,UR,2022-04
Syrien,46,26,11,0.42307692307692307,UR,2022-04
Türkei,37,24,3,0.125,UR,2022-04
Gesamttotal,5644,3342,946,0.28306403351286652,VD,2022-04
Äthiopien,74,38,12,0.31578947368421051,VD,2022-04
Eritrea,1948,1174,398,0.33901192504258942,VD,2022-04
Somalia,143,76,21,0.27631578947368424,VD,2022-04
Afghanistan,463,279,56,0.20071684587813621,VD,2022-04
China (Volksrepublik),31,20,13,0.65,VD,2022-04
Irak,134,82,15,0.18292682926829268,VD,2022-04
Iran,89,61,14,0.22950819672131148,VD,2022-04
Sri Lanka,352,230,128,0.55652173913043479,VD,2022-04
Syrien,1366,738,168,0.22764227642276422,VD,2022-04
Türkei,526,336,38,0.1130952380952381,VD,2022-04
Gesamttotal,2040,1156,391,0.33823529411764708,VS,2022-04
Äthiopien,40,18,6,0.33333333333333331,VS,2022-04
Eritrea,628,381,159,0.41732283464566927,VS,2022-04
Somalia,53,25,7,0.28000000000000003,VS,2022-04
Afghanistan,210,114,39,0.34210526315789475,VS,2022-04
China (Volksrepublik),13,10,8,0.8,VS,2022-04
Irak,58,27,11,0.40740740740740738,VS,2022-04
Iran,33,19,7,0.36842105263157893,VS,2022-04
Sri Lanka,102,60,32,0.53333333333333333,VS,2022-04
Syrien,465,234,56,0.23931623931623933,VS,2022-04
Türkei,237,150,30,0.2,VS,2022-04
Gesamttotal,9096,5605,2697,0.48117752007136483,ZH,2022-04
Äthiopien,87,58,35,0.60344827586206895,ZH,2022-04
Eritrea,3289,2048,1111,0.54248046875,ZH,2022-04
Somalia,280,162,72,0.44444444444444442,ZH,2022-04
Afghanistan,549,322,126,0.39130434782608697,ZH,2022-04
China (Volksrepublik),134,97,71,0.73195876288659789,ZH,2022-04
Irak,226,139,56,0.40287769784172661,ZH,2022-04
Iran,183,144,72,0.5,ZH,2022-04
Sri Lanka,631,428,278,0.64953271028037385,ZH,2022-04
Syrien,2282,1281,596,0.46526151444184233,ZH,2022-04
Türkei,876,582,147,0.25257731958762886,ZH,2022-04
Gesamttotal,760,460,203,0.44130434782608696,ZG,2022-04
Äthiopien,7,4,0,0,ZG,2022-04
Eritrea,293,171,92,0.53801169590643272,ZG,2022-04
Somalia,29,18,6,0.33333333333333331,ZG,2022-04
Afghanistan,43,28,14,0.5,ZG,2022-04
China (Volksrepublik),4,4,4,1,ZG,2022-04
Irak,13,9,3,0.33333333333333331,ZG,2022-04
Iran,6,6,5,0.83333333333333337,ZG,2022-04
Sri Lanka,90,58,31,0.53448275862068961,ZG,2022-04
Syrien,149,86,33,0.38372093023255816,ZG,2022-04
Türkei,113,65,12,0.18461538461538463,ZG,2022-04
Gesamttotal,4498,2775,1138,0.41009009009009006,AG,2022-05
Äthiopien,42,25,11,0.44,AG,2022-05
Eritrea,2043,1254,655,0.52232854864433809,AG,2022-05
Somalia,44,26,5,0.19230769230769232,AG,2022-05
Afghanistan,208,118,40,0.33898305084745761,AG,2022-05
China (Volksrepublik),34,23,18,0.78260869565217395,AG,2022-05
Irak,88,51,16,0.31372549019607843,AG,2022-05
Iran,50,41,17,0.41463414634146339,AG,2022-05
Sri Lanka,305,215,129,0.6,AG,2022-05
Syrien,841,474,154,0.32489451476793246,AG,2022-05
Türkei,624,415,50,0.12048192771084337,AG,2022-05
Gesamttotal,107,77,40,0.51948051948051943,AI,2022-05
Eritrea,50,35,26,0.74285714285714288,AI,2022-05
Afghanistan,1,1,1,1,AI,2022-05
China (Volksrepublik),2,2,1,0.5,AI,2022-05
Irak,1,1,1,1,AI,2022-05
Iran,1,1,0,0,AI,2022-05
Sri Lanka,13,11,6,0.54545454545454541,AI,2022-05
Syrien,19,12,5,0.41666666666666669,AI,2022-05
Türkei,17,12,0,0,AI,2022-05
Gesamttotal,439,263,130,0.49429657794676807,AR,2022-05
Äthiopien,1,1,0,0,AR,2022-05
Eritrea,189,110,64,0.58181818181818179,AR,2022-05
Somalia,8,6,4,0.66666666666666663,AR,2022-05
Afghanistan,25,17,8,0.47058823529411764,AR,2022-05
China (Volksrepublik),4,1,0,0,AR,2022-05
Irak,4,4,1,0.25,AR,2022-05
Iran,3,3,2,0.66666666666666663,AR,2022-05
Sri Lanka,43,31,18,0.58064516129032262,AR,2022-05
Syrien,84,42,19,0.45238095238095238,AR,2022-05
Türkei,64,39,10,0.25641025641025639,AR,2022-05
Gesamttotal,7537,4531,1942,0.42860295740454646,BE,2022-05
Äthiopien,58,35,17,0.48571428571428571,BE,2022-05
Eritrea,3017,1774,878,0.49492671927846676,BE,2022-05
Somalia,108,58,20,0.34482758620689657,BE,2022-05
Afghanistan,396,235,82,0.34893617021276596,BE,2022-05
China (Volksrepublik),73,50,36,0.72,BE,2022-05
Irak,157,91,36,0.39560439560439559,BE,2022-05
Iran,152,105,49,0.46666666666666667,BE,2022-05
Sri Lanka,564,390,260,0.66666666666666663,BE,2022-05
Syrien,1716,959,336,0.35036496350364965,BE,2022-05
Türkei,852,557,120,0.21543985637342908,BE,2022-05
Gesamttotal,1639,1000,418,0.41799999999999998,BL,2022-05
Äthiopien,15,11,4,0.36363636363636365,BL,2022-05
Eritrea,735,429,208,0.48484848484848486,BL,2022-05
Somalia,22,15,5,0.33333333333333331,BL,2022-05
Afghanistan,45,36,15,0.41666666666666669,BL,2022-05
China (Volksrepublik),21,15,8,0.53333333333333333,BL,2022-05
Irak,56,31,12,0.38709677419354838,BL,2022-05
Iran,29,22,11,0.5,BL,2022-05
Sri Lanka,148,103,65,0.6310679611650486,BL,2022-05
Syrien,380,220,67,0.30454545454545456,BL,2022-05
Türkei,129,83,15,0.18072289156626506,BL,2022-05
Gesamttotal,1094,668,231,0.34580838323353291,BS,2022-05
Äthiopien,10,5,2,0.4,BS,2022-05
Eritrea,439,245,95,0.38775510204081631,BS,2022-05
Somalia,14,8,4,0.5,BS,2022-05
Afghanistan,36,22,5,0.22727272727272727,BS,2022-05
China (Volksrepublik),9,6,3,0.5,BS,2022-05
Irak,16,12,6,0.5,BS,2022-05
Iran,37,30,7,0.23333333333333334,BS,2022-05
Sri Lanka,61,47,28,0.5957446808510638,BS,2022-05
Syrien,240,142,44,0.30985915492957744,BS,2022-05
Türkei,115,82,21,0.25609756097560976,BS,2022-05
Gesamttotal,2070,1252,375,0.29952076677316292,FR,2022-05
Äthiopien,26,18,7,0.3888888888888889,FR,2022-05
Eritrea,831,513,171,0.33333333333333331,FR,2022-05
Somalia,42,22,3,0.13636363636363635,FR,2022-05
Afghanistan,145,85,19,0.22352941176470589,FR,2022-05
China (Volksrepublik),23,15,6,0.4,FR,2022-05
Irak,65,42,10,0.23809523809523808,FR,2022-05
Iran,32,23,8,0.34782608695652173,FR,2022-05
Sri Lanka,159,110,41,0.37272727272727274,FR,2022-05
Syrien,462,237,65,0.27426160337552741,FR,2022-05
Türkei,141,98,16,0.16326530612244897,FR,2022-05
Gesamttotal,3504,2135,387,0.18126463700234191,GE,2022-05
Äthiopien,67,37,9,0.24324324324324326,GE,2022-05
Eritrea,1219,746,164,0.21983914209115282,GE,2022-05
Somalia,92,54,13,0.24074074074074073,GE,2022-05
Afghanistan,320,197,35,0.17766497461928935,GE,2022-05
China (Volksrepublik),20,13,6,0.46153846153846156,GE,2022-05
Irak,112,69,10,0.14492753623188406,GE,2022-05
Iran,89,70,7,0.1,GE,2022-05
Sri Lanka,168,112,41,0.36607142857142855,GE,2022-05
Syrien,584,319,48,0.15047021943573669,GE,2022-05
Türkei,434,266,11,4.1353383458646614E-2,GE,2022-05
Gesamttotal,291,185,105,0.56756756756756754,GL,2022-05
Äthiopien,2,2,2,1,GL,2022-05
Eritrea,117,76,50,0.65789473684210531,GL,2022-05
Afghanistan,12,7,2,0.2857142857142857,GL,2022-05
China (Volksrepublik),5,4,3,0.75,GL,2022-05
Iran,2,2,1,0.5,GL,2022-05
Sri Lanka,46,29,21,0.72413793103448276,GL,2022-05
Syrien,70,42,21,0.5,GL,2022-05
Türkei,31,19,3,0.15789473684210525,GL,2022-05
Gesamttotal,1214,735,323,0.43945578231292515,GR,2022-05
Äthiopien,4,2,2,1,GR,2022-05
Eritrea,495,294,171,0.58163265306122447,GR,2022-05
Somalia,15,8,4,0.5,GR,2022-05
Afghanistan,75,51,16,0.31372549019607843,GR,2022-05
China (Volksrepublik),10,6,5,0.83333333333333337,GR,2022-05
Irak,43,26,10,0.38461538461538464,GR,2022-05
Iran,19,13,4,0.30769230769230771,GR,2022-05
Sri Lanka,112,74,46,0.6216216216216216,GR,2022-05
Syrien,273,147,49,0.33333333333333331,GR,2022-05
Türkei,135,92,9,9.7826086956521743E-2,GR,2022-05
Gesamttotal,649,383,142,0.37075718015665798,JU,2022-05
Äthiopien,2,2,1,0.5,JU,2022-05
Eritrea,260,146,60,0.41095890410958902,JU,2022-05
Somalia,4,4,2,0.5,JU,2022-05
Afghanistan,38,23,9,0.39130434782608697,JU,2022-05
China (Volksrepublik),6,3,2,0.66666666666666663,JU,2022-05
Irak,3,1,0,0,JU,2022-05
Iran,9,6,2,0.33333333333333331,JU,2022-05
Sri Lanka,53,33,15,0.45454545454545453,JU,2022-05
Syrien,159,99,36,0.36363636363636365,JU,2022-05
Türkei,78,42,5,0.11904761904761904,JU,2022-05
Gesamttotal,2933,1837,900,0.4899292324442025,LU,2022-05
Äthiopien,18,15,10,0.66666666666666663,LU,2022-05
Eritrea,1272,777,431,0.55469755469755466,LU,2022-05
Somalia,50,33,14,0.42424242424242425,LU,2022-05
Afghanistan,126,88,39,0.44318181818181818,LU,2022-05
China (Volksrepublik),36,25,18,0.72,LU,2022-05
Irak,42,26,15,0.57692307692307687,LU,2022-05
Iran,63,46,22,0.47826086956521741,LU,2022-05
Sri Lanka,251,172,113,0.65697674418604646,LU,2022-05
Syrien,592,344,132,0.38372093023255816,LU,2022-05
Türkei,328,226,67,0.29646017699115046,LU,2022-05
Gesamttotal,1433,828,316,0.38164251207729466,NE,2022-05
Äthiopien,10,9,6,0.66666666666666663,NE,2022-05
Eritrea,586,324,135,0.41666666666666669,NE,2022-05
Somalia,67,29,10,0.34482758620689657,NE,2022-05
Afghanistan,116,67,23,0.34328358208955223,NE,2022-05
China (Volksrepublik),15,9,7,0.77777777777777779,NE,2022-05
Irak,18,12,3,0.25,NE,2022-05
Iran,9,8,0,0,NE,2022-05
Sri Lanka,129,86,54,0.62790697674418605,NE,2022-05
Syrien,334,184,52,0.28260869565217389,NE,2022-05
Türkei,76,51,10,0.19607843137254902,NE,2022-05
Gesamttotal,277,169,65,0.38461538461538464,NW,2022-05
Äthiopien,1,1,1,1,NW,2022-05
Eritrea,97,56,27,0.48214285714285715,NW,2022-05
Afghanistan,13,9,0,0,NW,2022-05
China (Volksrepublik),1,1,0,0,NW,2022-05
Irak,1,1,0,0,NW,2022-05
Iran,5,5,3,0.6,NW,2022-05
Sri Lanka,35,23,16,0.69565217391304346,NW,2022-05
Syrien,50,26,11,0.42307692307692307,NW,2022-05
Türkei,65,43,7,0.16279069767441862,NW,2022-05
Gesamttotal,183,98,45,0.45918367346938777,OW,2022-05
Eritrea,88,43,20,0.46511627906976744,OW,2022-05
Afghanistan,1,1,1,1,OW,2022-05
China (Volksrepublik),12,9,8,0.88888888888888884,OW,2022-05
Iran,1,1,0,0,OW,2022-05
Sri Lanka,24,12,9,0.75,OW,2022-05
Syrien,20,13,4,0.30769230769230771,OW,2022-05
Türkei,12,7,1,0.14285714285714285,OW,2022-05
Gesamttotal,3071,1817,844,0.46450192625206382,SG,2022-05
Äthiopien,55,32,17,0.53125,SG,2022-05
Eritrea,1345,794,405,0.51007556675062971,SG,2022-05
Somalia,74,39,21,0.53846153846153844,SG,2022-05
Afghanistan,192,105,38,0.3619047619047619,SG,2022-05
China (Volksrepublik),39,31,22,0.70967741935483875,SG,2022-05
Irak,56,35,16,0.45714285714285713,SG,2022-05
Iran,41,32,16,0.5,SG,2022-05
Sri Lanka,221,154,107,0.69480519480519476,SG,2022-05
Syrien,597,307,131,0.42671009771986973,SG,2022-05
Türkei,289,194,33,0.17010309278350516,SG,2022-05
Gesamttotal,735,473,203,0.42917547568710357,SH,2022-05
Äthiopien,2,2,1,0.5,SH,2022-05
Eritrea,311,188,93,0.49468085106382981,SH,2022-05
Somalia,10,4,1,0.25,SH,2022-05
Afghanistan,32,22,10,0.45454545454545453,SH,2022-05
China (Volksrepublik),23,15,11,0.73333333333333328,SH,2022-05
Irak,19,12,3,0.25,SH,2022-05
Iran,9,6,2,0.33333333333333331,SH,2022-05
Sri Lanka,76,52,30,0.57692307692307687,SH,2022-05
Syrien,163,111,43,0.38738738738738737,SH,2022-05
Türkei,72,48,5,0.10416666666666667,SH,2022-05
Gesamttotal,2078,1274,532,0.4175824175824176,SO,2022-05
Äthiopien,33,17,8,0.47058823529411764,SO,2022-05
Eritrea,930,569,254,0.44639718804920914,SO,2022-05
Somalia,36,18,5,0.27777777777777779,SO,2022-05
Afghanistan,119,68,27,0.39705882352941174,SO,2022-05
China (Volksrepublik),30,18,11,0.61111111111111116,SO,2022-05
Irak,48,31,6,0.19354838709677419,SO,2022-05
Iran,29,27,13,0.48148148148148145,SO,2022-05
Sri Lanka,169,127,73,0.57480314960629919,SO,2022-05
Syrien,399,234,92,0.39316239316239315,SO,2022-05
Türkei,144,92,20,0.21739130434782608,SO,2022-05
Gesamttotal,1071,649,292,0.44992295839753466,SZ,2022-05
Äthiopien,10,6,4,0.66666666666666663,SZ,2022-05
Eritrea,380,228,127,0.55701754385964908,SZ,2022-05
Somalia,2,2,1,0.5,SZ,2022-05
Afghanistan,91,51,22,0.43137254901960786,SZ,2022-05
China (Volksrepublik),24,20,18,0.9,SZ,2022-05
Irak,41,22,6,0.27272727272727271,SZ,2022-05
Iran,11,9,4,0.44444444444444442,SZ,2022-05
Sri Lanka,85,64,37,0.578125,SZ,2022-05
Syrien,251,140,51,0.36428571428571427,SZ,2022-05
Türkei,140,86,14,0.16279069767441862,SZ,2022-05
Gesamttotal,834,520,245,0.47115384615384615,TG,2022-05
Äthiopien,22,12,5,0.41666666666666669,TG,2022-05
Eritrea,322,206,127,0.61650485436893199,TG,2022-05
Somalia,19,11,2,0.18181818181818182,TG,2022-05
Afghanistan,44,26,8,0.30769230769230771,TG,2022-05
China (Volksrepublik),19,14,6,0.42857142857142855,TG,2022-05
Irak,4,4,2,0.5,TG,2022-05
Iran,19,17,11,0.6470588235294118,TG,2022-05
Sri Lanka,55,35,25,0.7142857142857143,TG,2022-05
Syrien,204,119,46,0.38655462184873951,TG,2022-05
Türkei,78,55,8,0.14545454545454545,TG,2022-05
Gesamttotal,1394,821,204,0.24847746650426308,TI,2022-05
Äthiopien,8,6,0,0,TI,2022-05
Eritrea,609,328,94,0.28658536585365851,TI,2022-05
Somalia,16,10,2,0.2,TI,2022-05
Afghanistan,113,66,16,0.24242424242424243,TI,2022-05
China (Volksrepublik),3,3,2,0.66666666666666663,TI,2022-05
Irak,14,9,1,0.1111111111111111,TI,2022-05
Iran,32,24,3,0.125,TI,2022-05
Sri Lanka,89,64,33,0.515625,TI,2022-05
Syrien,286,161,26,0.16149068322981366,TI,2022-05
Türkei,127,84,9,0.10714285714285714,TI,2022-05
Gesamttotal,319,195,103,0.52820512820512822,UR,2022-05
Eritrea,139,88,52,0.59090909090909094,UR,2022-05
Afghanistan,20,11,5,0.45454545454545453,UR,2022-05
China (Volksrepublik),4,4,4,1,UR,2022-05
Irak,5,3,2,0.66666666666666663,UR,2022-05
Iran,2,2,0,0,UR,2022-05
Sri Lanka,36,23,20,0.86956521739130432,UR,2022-05
Syrien,46,26,11,0.42307692307692307,UR,2022-05
Türkei,39,25,3,0.12,UR,2022-05
Gesamttotal,5683,3355,963,0.28703427719821162,VD,2022-05
Äthiopien,74,39,12,0.30769230769230771,VD,2022-05
Eritrea,1958,1176,408,0.34693877551020408,VD,2022-05
Somalia,143,76,21,0.27631578947368424,VD,2022-05
Afghanistan,472,283,56,0.19787985865724381,VD,2022-05
China (Volksrepublik),29,19,12,0.63157894736842102,VD,2022-05
Irak,133,82,15,0.18292682926829268,VD,2022-05
Iran,93,62,16,0.25806451612903225,VD,2022-05
Sri Lanka,357,231,131,0.5670995670995671,VD,2022-05
Syrien,1372,739,168,0.2273342354533153,VD,2022-05
Türkei,532,339,38,0.11209439528023599,VD,2022-05
Gesamttotal,2049,1159,401,0.34598792062122519,VS,2022-05
Äthiopien,43,18,6,0.33333333333333331,VS,2022-05
Eritrea,631,379,159,0.41952506596306066,VS,2022-05
Somalia,53,25,6,0.24,VS,2022-05
Afghanistan,212,115,42,0.36521739130434783,VS,2022-05
China (Volksrepublik),13,10,8,0.8,VS,2022-05
Irak,58,27,11,0.40740740740740738,VS,2022-05
Iran,33,19,7,0.36842105263157893,VS,2022-05
Sri Lanka,101,59,34,0.57627118644067798,VS,2022-05
Syrien,466,235,58,0.24680851063829787,VS,2022-05
Türkei,241,154,31,0.20129870129870131,VS,2022-05
Gesamttotal,9111,5628,2770,0.49218194740582799,ZH,2022-05
Äthiopien,85,57,37,0.64912280701754388,ZH,2022-05
Eritrea,3279,2049,1138,0.55539287457296238,ZH,2022-05
Somalia,281,164,77,0.46951219512195119,ZH,2022-05
Afghanistan,551,324,133,0.41049382716049382,ZH,2022-05
China (Volksrepublik),135,98,73,0.74489795918367352,ZH,2022-05
Irak,226,141,60,0.42553191489361702,ZH,2022-05
Iran,183,144,73,0.50694444444444442,ZH,2022-05
Sri Lanka,623,426,277,0.65023474178403751,ZH,2022-05
Syrien,2295,1288,610,0.47360248447204967,ZH,2022-05
Türkei,893,592,151,0.25506756756756754,ZH,2022-05
Gesamttotal,766,465,212,0.45591397849462367,ZG,2022-05
Äthiopien,8,5,0,0,ZG,2022-05
Eritrea,295,172,94,0.54651162790697672,ZG,2022-05
Somalia,29,18,7,0.3888888888888889,ZG,2022-05
Afghanistan,43,28,14,0.5,ZG,2022-05
China (Volksrepublik),5,4,4,1,ZG,2022-05
Irak,13,10,3,0.3,ZG,2022-05
Iran,6,6,6,1,ZG,2022-05
Sri Lanka,90,58,34,0.58620689655172409,ZG,2022-05
Syrien,149,86,34,0.39534883720930231,ZG,2022-05
Türkei,115,67,13,0.19402985074626866,ZG,2022-05
Gesamttotal,4554,2799,1149,0.41050375133976419,AG,2022-06
Äthiopien,42,25,10,0.4,AG,2022-06
Eritrea,2050,1250,657,0.52559999999999996,AG,2022-06
Somalia,44,26,4,0.15384615384615385,AG,2022-06
Afghanistan,212,121,40,0.33057851239669422,AG,2022-06
China (Volksrepublik),34,23,18,0.78260869565217395,AG,2022-06
Irak,88,51,16,0.31372549019607843,AG,2022-06
Iran,48,39,14,0.35897435897435898,AG,2022-06
Sri Lanka,305,216,134,0.62037037037037035,AG,2022-06
Syrien,853,481,158,0.3284823284823285,AG,2022-06
Türkei,644,426,53,0.12441314553990611,AG,2022-06
Gesamttotal,107,77,42,0.54545454545454541,AI,2022-06
Eritrea,51,36,27,0.75,AI,2022-06
Afghanistan,1,1,1,1,AI,2022-06
China (Volksrepublik),2,2,1,0.5,AI,2022-06
Irak,1,1,1,1,AI,2022-06
Iran,1,1,0,0,AI,2022-06
Sri Lanka,13,11,6,0.54545454545454541,AI,2022-06
Syrien,19,12,6,0.5,AI,2022-06
Türkei,16,11,0,0,AI,2022-06
Gesamttotal,442,266,125,0.46992481203007519,AR,2022-06
Äthiopien,1,1,0,0,AR,2022-06
Eritrea,189,110,64,0.58181818181818179,AR,2022-06
Somalia,8,6,4,0.66666666666666663,AR,2022-06
Afghanistan,25,17,7,0.41176470588235292,AR,2022-06
China (Volksrepublik),4,1,0,0,AR,2022-06
Irak,4,4,1,0.25,AR,2022-06
Iran,7,7,2,0.2857142857142857,AR,2022-06
Sri Lanka,43,31,17,0.54838709677419351,AR,2022-06
Syrien,83,41,19,0.46341463414634149,AR,2022-06
Türkei,64,39,8,0.20512820512820512,AR,2022-06
Gesamttotal,7562,4540,1983,0.43678414096916302,BE,2022-06
Äthiopien,59,35,16,0.45714285714285713,BE,2022-06
Eritrea,3019,1770,900,0.50847457627118642,BE,2022-06
Somalia,113,58,23,0.39655172413793105,BE,2022-06
Afghanistan,401,238,83,0.34873949579831931,BE,2022-06
China (Volksrepublik),74,51,36,0.70588235294117652,BE,2022-06
Irak,157,92,35,0.38043478260869568,BE,2022-06
Iran,152,105,52,0.49523809523809526,BE,2022-06
Sri Lanka,563,391,261,0.6675191815856778,BE,2022-06
Syrien,1718,961,342,0.35587929240374611,BE,2022-06
Türkei,861,561,128,0.22816399286987521,BE,2022-06
Gesamttotal,1639,1000,420,0.42,BL,2022-06
Äthiopien,15,11,4,0.36363636363636365,BL,2022-06
Eritrea,731,426,210,0.49295774647887325,BL,2022-06
Somalia,22,15,4,0.26666666666666666,BL,2022-06
Afghanistan,45,36,15,0.41666666666666669,BL,2022-06
China (Volksrepublik),21,15,8,0.53333333333333333,BL,2022-06
Irak,56,31,12,0.38709677419354838,BL,2022-06
Iran,29,22,11,0.5,BL,2022-06
Sri Lanka,148,103,64,0.62135922330097082,BL,2022-06
Syrien,383,221,68,0.30769230769230771,BL,2022-06
Türkei,129,84,16,0.19047619047619047,BL,2022-06
Gesamttotal,1090,665,237,0.35639097744360904,BS,2022-06
Äthiopien,10,5,2,0.4,BS,2022-06
Eritrea,437,243,98,0.40329218106995884,BS,2022-06
Somalia,14,8,4,0.5,BS,2022-06
Afghanistan,36,22,5,0.22727272727272727,BS,2022-06
China (Volksrepublik),9,6,3,0.5,BS,2022-06
Irak,16,12,6,0.5,BS,2022-06
Iran,35,28,7,0.25,BS,2022-06
Sri Lanka,59,45,27,0.6,BS,2022-06
Syrien,240,143,47,0.32867132867132864,BS,2022-06
Türkei,117,84,21,0.25,BS,2022-06
Gesamttotal,2078,1255,375,0.29880478087649404,FR,2022-06
Äthiopien,26,18,7,0.3888888888888889,FR,2022-06
Eritrea,837,513,173,0.33723196881091616,FR,2022-06
Somalia,42,22,3,0.13636363636363635,FR,2022-06
Afghanistan,145,86,19,0.22093023255813954,FR,2022-06
China (Volksrepublik),23,15,6,0.4,FR,2022-06
Irak,65,42,10,0.23809523809523808,FR,2022-06
Iran,31,22,7,0.31818181818181818,FR,2022-06
Sri Lanka,160,112,41,0.36607142857142855,FR,2022-06
Syrien,462,238,65,0.27310924369747897,FR,2022-06
Türkei,145,100,16,0.16,FR,2022-06
Gesamttotal,3514,2139,391,0.18279569892473119,GE,2022-06
Äthiopien,71,39,9,0.23076923076923078,GE,2022-06
Eritrea,1223,746,164,0.21983914209115282,GE,2022-06
Somalia,90,52,13,0.25,GE,2022-06
Afghanistan,318,197,36,0.18274111675126903,GE,2022-06
China (Volksrepublik),22,13,6,0.46153846153846156,GE,2022-06
Irak,112,69,10,0.14492753623188406,GE,2022-06
Iran,89,70,7,0.1,GE,2022-06
Sri Lanka,167,111,42,0.3783783783783784,GE,2022-06
Syrien,584,320,48,0.15,GE,2022-06
Türkei,439,269,12,4.4609665427509292E-2,GE,2022-06
Gesamttotal,289,184,105,0.57065217391304346,GL,2022-06
Äthiopien,2,2,2,1,GL,2022-06
Eritrea,117,75,49,0.65333333333333332,GL,2022-06
Afghanistan,12,7,2,0.2857142857142857,GL,2022-06
China (Volksrepublik),5,4,3,0.75,GL,2022-06
Iran,2,2,1,0.5,GL,2022-06
Sri Lanka,42,27,20,0.7407407407407407,GL,2022-06
Syrien,71,43,23,0.53488372093023251,GL,2022-06
Türkei,32,20,3,0.15,GL,2022-06
Gesamttotal,1228,739,333,0.4506089309878214,GR,2022-06
Äthiopien,4,2,2,1,GR,2022-06
Eritrea,497,295,174,0.5898305084745763,GR,2022-06
Somalia,15,8,5,0.625,GR,2022-06
Afghanistan,75,51,16,0.31372549019607843,GR,2022-06
China (Volksrepublik),10,6,5,0.83333333333333337,GR,2022-06
Irak,44,27,10,0.37037037037037035,GR,2022-06
Iran,20,13,4,0.30769230769230771,GR,2022-06
Sri Lanka,112,74,47,0.63513513513513509,GR,2022-06
Syrien,274,147,50,0.3401360544217687,GR,2022-06
Türkei,144,94,10,0.10638297872340426,GR,2022-06
Gesamttotal,652,385,142,0.36883116883116884,JU,2022-06
Äthiopien,2,2,1,0.5,JU,2022-06
Eritrea,258,144,60,0.41666666666666669,JU,2022-06
Somalia,4,4,2,0.5,JU,2022-06
Afghanistan,38,23,9,0.39130434782608697,JU,2022-06
China (Volksrepublik),6,3,3,1,JU,2022-06
Irak,3,1,0,0,JU,2022-06
Iran,9,6,2,0.33333333333333331,JU,2022-06
Sri Lanka,53,33,15,0.45454545454545453,JU,2022-06
Syrien,160,100,35,0.35,JU,2022-06
Türkei,81,45,5,0.1111111111111111,JU,2022-06
Gesamttotal,2943,1843,912,0.49484536082474229,LU,2022-06
Äthiopien,18,15,10,0.66666666666666663,LU,2022-06
Eritrea,1271,776,440,0.5670103092783505,LU,2022-06
Somalia,53,35,14,0.4,LU,2022-06
Afghanistan,128,90,37,0.41111111111111109,LU,2022-06
China (Volksrepublik),36,25,18,0.72,LU,2022-06
Irak,42,26,16,0.61538461538461542,LU,2022-06
Iran,64,47,24,0.51063829787234039,LU,2022-06
Sri Lanka,251,172,114,0.66279069767441856,LU,2022-06
Syrien,589,341,135,0.39589442815249265,LU,2022-06
Türkei,337,232,67,0.28879310344827586,LU,2022-06
Gesamttotal,1433,830,319,0.38433734939759034,NE,2022-06
Äthiopien,10,9,6,0.66666666666666663,NE,2022-06
Eritrea,587,326,137,0.42024539877300615,NE,2022-06
Somalia,67,29,10,0.34482758620689657,NE,2022-06
Afghanistan,116,67,24,0.35820895522388058,NE,2022-06
China (Volksrepublik),15,9,7,0.77777777777777779,NE,2022-06
Irak,19,13,3,0.23076923076923078,NE,2022-06
Iran,9,8,0,0,NE,2022-06
Sri Lanka,128,86,55,0.63953488372093026,NE,2022-06
Syrien,334,185,52,0.2810810810810811,NE,2022-06
Türkei,76,51,10,0.19607843137254902,NE,2022-06
Gesamttotal,277,170,67,0.39411764705882352,NW,2022-06
Äthiopien,1,1,1,1,NW,2022-06
Eritrea,96,55,27,0.49090909090909091,NW,2022-06
Afghanistan,14,10,1,0.1,NW,2022-06
China (Volksrepublik),1,1,1,1,NW,2022-06
Irak,1,1,0,0,NW,2022-06
Iran,5,5,3,0.6,NW,2022-06
Sri Lanka,35,23,16,0.69565217391304346,NW,2022-06
Syrien,50,27,10,0.37037037037037035,NW,2022-06
