Country,Total,Employment_Age,Employed,Employed_percent,Canton,Date
Eritrea,117,73,49,0.67123287671232879,GL,2023-02
Afghanistan,14,9,3,0.33333333333333331,GL,2023-02
China (Volksrepublik),9,8,7,0.875,GL,2023-02
Iran,2,2,1,0.5,GL,2023-02
Sri Lanka,41,26,21,0.80769230769230771,GL,2023-02
Syrien,61,37,20,0.54054054054054057,GL,2023-02
Türkei,42,26,3,0.11538461538461539,GL,2023-02
Gesamttotal,1289,779,357,0.45827984595635429,GR,2023-02
Äthiopien,5,2,2,1,GR,2023-02
Eritrea,494,298,189,0.63422818791946312,GR,2023-02
Somalia,18,9,4,0.44444444444444442,GR,2023-02
Afghanistan,88,59,18,0.30508474576271188,GR,2023-02
China (Volksrepublik),9,5,4,0.8,GR,2023-02
Irak,47,29,8,0.27586206896551724,GR,2023-02
Iran,21,14,6,0.42857142857142855,GR,2023-02
Sri Lanka,115,77,52,0.67532467532467533,GR,2023-02
Syrien,286,153,49,0.3202614379084967,GR,2023-02
Türkei,168,108,15,0.1388888888888889,GR,2023-02
Gesamttotal,691,411,162,0.39416058394160586,JU,2023-02
Äthiopien,2,2,0,0,JU,2023-02
Eritrea,262,148,67,0.45270270270270269,JU,2023-02
Somalia,4,4,2,0.5,JU,2023-02
Afghanistan,47,29,9,0.31034482758620691,JU,2023-02
China (Volksrepublik),6,3,3,1,JU,2023-02
Irak,3,1,0,0,JU,2023-02
Iran,9,6,3,0.5,JU,2023-02
Sri Lanka,55,36,20,0.55555555555555558,JU,2023-02
Syrien,166,104,39,0.375,JU,2023-02
Türkei,97,53,7,0.13207547169811321,JU,2023-02
Gesamttotal,3088,1919,923,0.48097967691505994,LU,2023-02
Äthiopien,19,15,10,0.66666666666666663,LU,2023-02
Eritrea,1301,787,441,0.5603557814485387,LU,2023-02
Somalia,49,31,13,0.41935483870967744,LU,2023-02
Afghanistan,147,97,43,0.44329896907216493,LU,2023-02
China (Volksrepublik),37,26,17,0.65384615384615385,LU,2023-02
Irak,42,24,11,0.45833333333333331,LU,2023-02
Iran,74,53,22,0.41509433962264153,LU,2023-02
Sri Lanka,254,171,112,0.65497076023391809,LU,2023-02
Syrien,611,357,148,0.41456582633053224,LU,2023-02
Türkei,394,268,70,0.26119402985074625,LU,2023-02
Gesamttotal,1495,856,340,0.39719626168224298,NE,2023-02
Äthiopien,10,9,6,0.66666666666666663,NE,2023-02
Eritrea,588,325,142,0.43692307692307691,NE,2023-02
Somalia,69,29,11,0.37931034482758619,NE,2023-02
Afghanistan,120,66,26,0.39393939393939392,NE,2023-02
China (Volksrepublik),15,9,7,0.77777777777777779,NE,2023-02
Irak,25,16,3,0.1875,NE,2023-02
Iran,9,8,1,0.125,NE,2023-02
Sri Lanka,127,86,57,0.66279069767441856,NE,2023-02
Syrien,350,192,58,0.30208333333333331,NE,2023-02
Türkei,96,60,11,0.18333333333333332,NE,2023-02
Gesamttotal,291,172,71,0.41279069767441862,NW,2023-02
Äthiopien,1,1,1,1,NW,2023-02
Eritrea,94,50,25,0.5,NW,2023-02
Afghanistan,18,12,5,0.41666666666666669,NW,2023-02
China (Volksrepublik),1,1,1,1,NW,2023-02
Irak,5,3,0,0,NW,2023-02
Iran,5,5,2,0.4,NW,2023-02
Sri Lanka,32,21,15,0.7142857142857143,NW,2023-02
Syrien,56,28,8,0.2857142857142857,NW,2023-02
Türkei,67,44,14,0.31818181818181818,NW,2023-02
Gesamttotal,187,101,42,0.41584158415841582,OW,2023-02
Eritrea,87,40,17,0.42499999999999999,OW,2023-02
Afghanistan,1,1,0,0,OW,2023-02
China (Volksrepublik),13,10,8,0.8,OW,2023-02
Iran,1,1,0,0,OW,2023-02
Sri Lanka,24,13,9,0.69230769230769229,OW,2023-02
Syrien,24,16,5,0.3125,OW,2023-02
Türkei,14,8,1,0.125,OW,2023-02
Gesamttotal,3183,1893,900,0.47543581616481773,SG,2023-02
Äthiopien,48,27,14,0.51851851851851849,SG,2023-02
Eritrea,1350,794,450,0.56675062972292189,SG,2023-02
Somalia,72,38,17,0.44736842105263158,SG,2023-02
Afghanistan,232,126,41,0.32539682539682541,SG,2023-02
China (Volksrepublik),36,28,19,0.6785714285714286,SG,2023-02
Irak,53,35,15,0.42857142857142855,SG,2023-02
Iran,41,31,22,0.70967741935483875,SG,2023-02
Sri Lanka,201,145,100,0.68965517241379315,SG,2023-02
Syrien,625,324,133,0.41049382716049382,SG,2023-02
Türkei,360,244,54,0.22131147540983606,SG,2023-02
Gesamttotal,734,469,220,0.46908315565031983,SH,2023-02
Äthiopien,2,2,1,0.5,SH,2023-02
Eritrea,315,187,104,0.55614973262032086,SH,2023-02
Somalia,12,6,2,0.33333333333333331,SH,2023-02
Afghanistan,37,26,12,0.46153846153846156,SH,2023-02
China (Volksrepublik),19,11,9,0.81818181818181823,SH,2023-02
Irak,18,13,4,0.30769230769230771,SH,2023-02
Iran,11,7,2,0.2857142857142857,SH,2023-02
Sri Lanka,65,45,30,0.66666666666666663,SH,2023-02
Syrien,160,109,44,0.40366972477064222,SH,2023-02
Türkei,78,51,10,0.19607843137254902,SH,2023-02
Gesamttotal,2177,1335,582,0.43595505617977526,SO,2023-02
Äthiopien,30,19,9,0.47368421052631576,SO,2023-02
Eritrea,948,580,272,0.4689655172413793,SO,2023-02
Somalia,37,19,9,0.47368421052631576,SO,2023-02
Afghanistan,153,86,28,0.32558139534883723,SO,2023-02
China (Volksrepublik),30,17,9,0.52941176470588236,SO,2023-02
Irak,48,32,9,0.28125,SO,2023-02
Iran,32,29,18,0.62068965517241381,SO,2023-02
Sri Lanka,170,126,74,0.58730158730158732,SO,2023-02
Syrien,416,244,101,0.41393442622950821,SO,2023-02
Türkei,155,102,25,0.24509803921568626,SO,2023-02
Gesamttotal,1132,684,312,0.45614035087719296,SZ,2023-02
Äthiopien,14,9,2,0.22222222222222221,SZ,2023-02
Eritrea,384,227,129,0.56828193832599116,SZ,2023-02
Somalia,3,2,1,0.5,SZ,2023-02
Afghanistan,95,55,25,0.45454545454545453,SZ,2023-02
China (Volksrepublik),19,15,11,0.73333333333333328,SZ,2023-02
Irak,39,23,9,0.39130434782608697,SZ,2023-02
Iran,15,11,6,0.54545454545454541,SZ,2023-02
Sri Lanka,80,62,35,0.56451612903225812,SZ,2023-02
Syrien,264,148,60,0.40540540540540543,SZ,2023-02
Türkei,183,110,24,0.21818181818181817,SZ,2023-02
Gesamttotal,872,539,252,0.46753246753246752,TG,2023-02
Äthiopien,21,12,8,0.66666666666666663,TG,2023-02
Eritrea,319,205,132,0.64390243902439026,TG,2023-02
Somalia,19,9,1,0.1111111111111111,TG,2023-02
Afghanistan,62,35,9,0.25714285714285712,TG,2023-02
China (Volksrepublik),20,15,7,0.46666666666666667,TG,2023-02
Irak,2,2,1,0.5,TG,2023-02
Iran,19,17,10,0.58823529411764708,TG,2023-02
Sri Lanka,55,34,21,0.61764705882352944,TG,2023-02
Syrien,200,117,43,0.36752136752136755,TG,2023-02
Türkei,108,72,14,0.19444444444444445,TG,2023-02
Gesamttotal,1437,864,227,0.26273148148148145,TI,2023-02
Äthiopien,9,7,1,0.14285714285714285,TI,2023-02
Eritrea,606,329,100,0.303951367781155,TI,2023-02
Somalia,20,12,0,0,TI,2023-02
Afghanistan,115,70,21,0.3,TI,2023-02
China (Volksrepublik),3,3,2,0.66666666666666663,TI,2023-02
Irak,15,9,2,0.22222222222222221,TI,2023-02
Iran,33,26,6,0.23076923076923078,TI,2023-02
Sri Lanka,80,61,34,0.55737704918032782,TI,2023-02
Syrien,285,160,28,0.17499999999999999,TI,2023-02
Türkei,162,114,17,0.14912280701754385,TI,2023-02
Gesamttotal,312,189,110,0.58201058201058198,UR,2023-02
Eritrea,120,79,58,0.73417721518987344,UR,2023-02
Afghanistan,23,12,5,0.41666666666666669,UR,2023-02
China (Volksrepublik),4,4,4,1,UR,2023-02
Irak,5,3,1,0.33333333333333331,UR,2023-02
Iran,3,3,1,0.33333333333333331,UR,2023-02
Sri Lanka,36,24,20,0.83333333333333337,UR,2023-02
Syrien,44,24,11,0.45833333333333331,UR,2023-02
Türkei,50,29,6,0.20689655172413793,UR,2023-02
Gesamttotal,5965,3498,1037,0.2964551172098342,VD,2023-02
Äthiopien,78,43,15,0.34883720930232559,VD,2023-02
Eritrea,1960,1165,437,0.37510729613733906,VD,2023-02
Somalia,131,71,13,0.18309859154929578,VD,2023-02
Afghanistan,524,308,64,0.20779220779220781,VD,2023-02
China (Volksrepublik),26,18,12,0.66666666666666663,VD,2023-02
Irak,128,84,16,0.19047619047619047,VD,2023-02
Iran,93,62,15,0.24193548387096775,VD,2023-02
Sri Lanka,356,228,134,0.58771929824561409,VD,2023-02
Syrien,1449,776,180,0.23195876288659795,VD,2023-02
Türkei,684,423,55,0.13002364066193853,VD,2023-02
Gesamttotal,2165,1233,457,0.37064071370640711,VS,2023-02
Äthiopien,41,19,7,0.36842105263157893,VS,2023-02
Eritrea,644,380,180,0.47368421052631576,VS,2023-02
Somalia,59,25,9,0.36,VS,2023-02
Afghanistan,240,136,37,0.27205882352941174,VS,2023-02
China (Volksrepublik),12,9,7,0.77777777777777779,VS,2023-02
Irak,59,28,13,0.4642857142857143,VS,2023-02
Iran,34,18,6,0.33333333333333331,VS,2023-02
Sri Lanka,99,60,37,0.6166666666666667,VS,2023-02
Syrien,491,250,76,0.30399999999999999,VS,2023-02
Türkei,284,182,42,0.23076923076923078,VS,2023-02
Gesamttotal,9512,5885,3026,0.51418861512319458,ZH,2023-02
Äthiopien,87,57,32,0.56140350877192979,ZH,2023-02
Eritrea,3299,2063,1218,0.59040232670867665,ZH,2023-02
Somalia,278,163,89,0.54601226993865026,ZH,2023-02
Afghanistan,620,369,151,0.40921409214092141,ZH,2023-02
China (Volksrepublik),133,98,74,0.75510204081632648,ZH,2023-02
Irak,226,140,65,0.4642857142857143,ZH,2023-02
Iran,189,147,79,0.5374149659863946,ZH,2023-02
Sri Lanka,596,411,285,0.69343065693430661,ZH,2023-02
Syrien,2378,1339,668,0.49887976101568332,ZH,2023-02
Türkei,1089,710,200,0.28169014084507044,ZH,2023-02
Gesamttotal,812,489,235,0.48057259713701433,ZG,2023-02
Äthiopien,8,5,1,0.2,ZG,2023-02
Eritrea,302,174,104,0.5977011494252874,ZG,2023-02
Somalia,30,18,8,0.44444444444444442,ZG,2023-02
Afghanistan,54,35,17,0.48571428571428571,ZG,2023-02
China (Volksrepublik),7,5,5,1,ZG,2023-02
Irak,14,10,5,0.5,ZG,2023-02
Iran,6,6,5,0.83333333333333337,ZG,2023-02
Sri Lanka,86,58,33,0.56896551724137934,ZG,2023-02
Syrien,162,93,35,0.37634408602150538,ZG,2023-02
Türkei,126,72,17,0.2361111111111111,ZG,2023-02
Gesamttotal,4757,2924,1247,0.4264705882352941,AG,2023-03
Äthiopien,50,29,11,0.37931034482758619,AG,2023-03
Eritrea,2031,1229,671,0.54597233523189581,AG,2023-03
Somalia,49,29,10,0.34482758620689657,AG,2023-03
Afghanistan,261,147,39,0.26530612244897961,AG,2023-03
China (Volksrepublik),31,21,17,0.80952380952380953,AG,2023-03
Irak,87,51,18,0.35294117647058826,AG,2023-03
Iran,45,38,17,0.44736842105263158,AG,2023-03
Sri Lanka,298,216,140,0.64814814814814814,AG,2023-03
Syrien,895,503,173,0.34393638170974156,AG,2023-03
Türkei,766,508,99,0.19488188976377951,AG,2023-03
Gesamttotal,115,81,41,0.50617283950617287,AI,2023-03
Eritrea,51,35,27,0.77142857142857146,AI,2023-03
Afghanistan,1,1,0,0,AI,2023-03
China (Volksrepublik),2,2,1,0.5,AI,2023-03
Irak,0,0,0,-,AI,2023-03
Iran,1,1,0,0,AI,2023-03
Sri Lanka,15,12,6,0.5,AI,2023-03
Syrien,20,13,5,0.38461538461538464,AI,2023-03
Türkei,22,15,2,0.13333333333333333,AI,2023-03
Gesamttotal,444,264,134,0.50757575757575757,AR,2023-03
Äthiopien,1,1,0,0,AR,2023-03
Eritrea,173,99,62,0.6262626262626263,AR,2023-03
Somalia,8,7,5,0.7142857142857143,AR,2023-03
Afghanistan,33,19,7,0.36842105263157893,AR,2023-03
China (Volksrepublik),4,2,1,0.5,AR,2023-03
Irak,5,5,3,0.6,AR,2023-03
Iran,10,9,4,0.44444444444444442,AR,2023-03
Sri Lanka,40,29,17,0.58620689655172409,AR,2023-03
Syrien,84,41,20,0.48780487804878048,AR,2023-03
Türkei,69,40,10,0.25,AR,2023-03
Gesamttotal,7913,4709,2178,0.46251858143979613,BE,2023-03
Äthiopien,59,36,20,0.55555555555555558,BE,2023-03
Eritrea,2990,1726,944,0.54692931633835462,BE,2023-03
Somalia,120,61,25,0.4098360655737705,BE,2023-03
Afghanistan,470,270,86,0.31851851851851853,BE,2023-03
China (Volksrepublik),81,53,39,0.73584905660377353,BE,2023-03
Irak,160,97,43,0.44329896907216493,BE,2023-03
Iran,152,106,51,0.48113207547169812,BE,2023-03
Sri Lanka,560,389,264,0.67866323907455017,BE,2023-03
Syrien,1783,1006,406,0.40357852882703776,BE,2023-03
Türkei,989,639,176,0.27543035993740217,BE,2023-03
Gesamttotal,1705,1049,467,0.44518589132507147,BL,2023-03
Äthiopien,15,11,4,0.36363636363636365,BL,2023-03
Eritrea,729,426,236,0.5539906103286385,BL,2023-03
Somalia,24,16,5,0.3125,BL,2023-03
Afghanistan,87,58,17,0.29310344827586204,BL,2023-03
China (Volksrepublik),21,15,9,0.6,BL,2023-03
Irak,53,27,10,0.37037037037037035,BL,2023-03
Iran,28,21,9,0.42857142857142855,BL,2023-03
Sri Lanka,148,104,69,0.66346153846153844,BL,2023-03
Syrien,387,226,77,0.34070796460176989,BL,2023-03
Türkei,154,107,19,0.17757009345794392,BL,2023-03
Gesamttotal,1141,699,267,0.38197424892703863,BS,2023-03
Äthiopien,11,5,2,0.4,BS,2023-03
Eritrea,445,249,112,0.44979919678714858,BS,2023-03
Somalia,12,9,2,0.22222222222222221,BS,2023-03
Afghanistan,50,29,5,0.17241379310344829,BS,2023-03
China (Volksrepublik),7,5,3,0.6,BS,2023-03
Irak,16,12,9,0.75,BS,2023-03
Iran,35,29,7,0.2413793103448276,BS,2023-03
Sri Lanka,60,44,27,0.61363636363636365,BS,2023-03
Syrien,244,147,46,0.31292517006802723,BS,2023-03
Türkei,136,95,28,0.29473684210526313,BS,2023-03
Gesamttotal,2172,1306,398,0.30474732006125577,FR,2023-03
Äthiopien,28,19,9,0.47368421052631576,FR,2023-03
Eritrea,857,523,183,0.34990439770554493,FR,2023-03
Somalia,40,22,5,0.22727272727272727,FR,2023-03
Afghanistan,157,92,21,0.22826086956521738,FR,2023-03
China (Volksrepublik),31,21,6,0.2857142857142857,FR,2023-03
Irak,67,38,10,0.26315789473684209,FR,2023-03
Iran,27,20,5,0.25,FR,2023-03
Sri Lanka,159,113,38,0.33628318584070799,FR,2023-03
Syrien,487,248,71,0.28629032258064518,FR,2023-03
Türkei,178,122,18,0.14754098360655737,FR,2023-03
Gesamttotal,3824,2320,381,0.16422413793103449,GE,2023-03
Äthiopien,90,48,9,0.1875,GE,2023-03
Eritrea,1253,754,152,0.20159151193633953,GE,2023-03
Somalia,93,54,9,0.16666666666666666,GE,2023-03
Afghanistan,377,235,39,0.16595744680851063,GE,2023-03
China (Volksrepublik),22,13,6,0.46153846153846156,GE,2023-03
Irak,115,70,12,0.17142857142857143,GE,2023-03
Iran,96,79,7,8.8607594936708861E-2,GE,2023-03
Sri Lanka,181,117,43,0.36752136752136755,GE,2023-03
Syrien,614,333,43,0.12912912912912913,GE,2023-03
Türkei,520,326,14,4.2944785276073622E-2,GE,2023-03
Gesamttotal,298,190,111,0.58421052631578951,GL,2023-03
Äthiopien,2,2,2,1,GL,2023-03
Eritrea,117,73,48,0.65753424657534243,GL,2023-03
Afghanistan,14,9,3,0.33333333333333331,GL,2023-03
China (Volksrepublik),10,9,8,0.88888888888888884,GL,2023-03
Iran,2,2,1,0.5,GL,2023-03
Sri Lanka,43,27,22,0.81481481481481477,GL,2023-03
Syrien,61,37,21,0.56756756756756754,GL,2023-03
Türkei,42,26,4,0.15384615384615385,GL,2023-03
Gesamttotal,1291,779,358,0.4595635430038511,GR,2023-03
Äthiopien,5,2,2,1,GR,2023-03
Eritrea,500,303,193,0.63696369636963701,GR,2023-03
Somalia,18,9,4,0.44444444444444442,GR,2023-03
Afghanistan,95,61,17,0.27868852459016391,GR,2023-03
China (Volksrepublik),9,5,4,0.8,GR,2023-03
Irak,45,27,7,0.25925925925925924,GR,2023-03
Iran,21,14,6,0.42857142857142855,GR,2023-03
Sri Lanka,113,75,50,0.66666666666666663,GR,2023-03
Syrien,280,151,51,0.33774834437086093,GR,2023-03
Türkei,167,107,15,0.14018691588785046,GR,2023-03
Gesamttotal,696,414,162,0.39130434782608697,JU,2023-03
Äthiopien,2,2,0,0,JU,2023-03
Eritrea,261,150,68,0.45333333333333331,JU,2023-03
Somalia,4,4,2,0.5,JU,2023-03
Afghanistan,47,29,8,0.27586206896551724,JU,2023-03
China (Volksrepublik),6,3,3,1,JU,2023-03
Irak,3,1,0,0,JU,2023-03
Iran,9,6,3,0.5,JU,2023-03
Sri Lanka,55,36,21,0.58333333333333337,JU,2023-03
Syrien,167,104,38,0.36538461538461536,JU,2023-03
Türkei,101,54,7,0.12962962962962962,JU,2023-03
Gesamttotal,3097,1923,932,0.48465938637545503,LU,2023-03
Äthiopien,24,16,10,0.625,LU,2023-03
Eritrea,1293,785,447,0.56942675159235667,LU,2023-03
Somalia,49,31,12,0.38709677419354838,LU,2023-03
Afghanistan,146,97,42,0.4329896907216495,LU,2023-03
China (Volksrepublik),36,25,16,0.64,LU,2023-03
Irak,42,24,11,0.45833333333333331,LU,2023-03
Iran,80,57,24,0.42105263157894735,LU,2023-03
Sri Lanka,254,171,114,0.66666666666666663,LU,2023-03
Syrien,612,356,151,0.4241573033707865,LU,2023-03
Türkei,404,274,71,0.25912408759124089,LU,2023-03
Gesamttotal,1495,856,342,0.39953271028037385,NE,2023-03
Äthiopien,10,9,5,0.55555555555555558,NE,2023-03
Eritrea,587,324,143,0.44135802469135804,NE,2023-03
Somalia,69,29,11,0.37931034482758619,NE,2023-03
Afghanistan,119,65,26,0.4,NE,2023-03
China (Volksrepublik),15,9,8,0.88888888888888884,NE,2023-03
Irak,26,16,3,0.1875,NE,2023-03
Iran,9,8,1,0.125,NE,2023-03
Sri Lanka,126,86,58,0.67441860465116277,NE,2023-03
Syrien,350,192,57,0.296875,NE,2023-03
Türkei,96,60,11,0.18333333333333332,NE,2023-03
Gesamttotal,295,177,73,0.41242937853107342,NW,2023-03
Äthiopien,1,1,1,1,NW,2023-03
Eritrea,94,50,25,0.5,NW,2023-03
Afghanistan,18,12,5,0.41666666666666669,NW,2023-03
China (Volksrepublik),1,1,1,1,NW,2023-03
Irak,5,3,0,0,NW,2023-03
Iran,5,5,2,0.4,NW,2023-03
Sri Lanka,32,21,15,0.7142857142857143,NW,2023-03
Syrien,56,27,7,0.25925925925925924,NW,2023-03
Türkei,71,50,17,0.34,NW,2023-03
Gesamttotal,187,101,42,0.41584158415841582,OW,2023-03
Eritrea,87,40,17,0.42499999999999999,OW,2023-03
Afghanistan,1,1,0,0,OW,2023-03
China (Volksrepublik),13,10,8,0.8,OW,2023-03
Iran,1,1,0,0,OW,2023-03
Sri Lanka,24,13,9,0.69230769230769229,OW,2023-03
Syrien,24,16,5,0.3125,OW,2023-03
Türkei,14,8,1,0.125,OW,2023-03
Gesamttotal,3204,1905,898,0.47139107611548559,SG,2023-03
Äthiopien,49,28,13,0.4642857142857143,SG,2023-03
Eritrea,1343,790,442,0.55949367088607593,SG,2023-03
Somalia,73,38,18,0.47368421052631576,SG,2023-03
Afghanistan,242,131,41,0.31297709923664124,SG,2023-03
China (Volksrepublik),36,28,21,0.75,SG,2023-03
Irak,52,34,15,0.44117647058823528,SG,2023-03
Iran,41,31,22,0.70967741935483875,SG,2023-03
Sri Lanka,200,146,98,0.67123287671232879,SG,2023-03
Syrien,631,328,134,0.40853658536585363,SG,2023-03
Türkei,371,249,59,0.23694779116465864,SG,2023-03
Gesamttotal,735,469,225,0.47974413646055436,SH,2023-03
Äthiopien,2,2,1,0.5,SH,2023-03
Eritrea,315,187,104,0.55614973262032086,SH,2023-03
Somalia,12,6,2,0.33333333333333331,SH,2023-03
Afghanistan,37,26,12,0.46153846153846156,SH,2023-03
China (Volksrepublik),19,11,9,0.81818181818181823,SH,2023-03
Irak,18,13,4,0.30769230769230771,SH,2023-03
Iran,11,7,2,0.2857142857142857,SH,2023-03
Sri Lanka,63,43,31,0.72093023255813948,SH,2023-03
Syrien,160,109,45,0.41284403669724773,SH,2023-03
Türkei,80,52,12,0.23076923076923078,SH,2023-03
Gesamttotal,2175,1334,596,0.44677661169415295,SO,2023-03
Äthiopien,30,19,9,0.47368421052631576,SO,2023-03
Eritrea,944,579,277,0.47841105354058722,SO,2023-03
Somalia,35,17,7,0.41176470588235292,SO,2023-03
Afghanistan,154,86,30,0.34883720930232559,SO,2023-03
China (Volksrepublik),30,17,10,0.58823529411764708,SO,2023-03
Irak,47,31,10,0.32258064516129031,SO,2023-03
Iran,34,30,18,0.6,SO,2023-03
Sri Lanka,173,127,75,0.59055118110236215,SO,2023-03
Syrien,412,242,103,0.42561983471074383,SO,2023-03
Türkei,158,105,29,0.27619047619047621,SO,2023-03
Gesamttotal,1166,701,317,0.45221112696148358,SZ,2023-03
Äthiopien,14,9,2,0.22222222222222221,SZ,2023-03
Eritrea,391,231,134,0.58008658008658009,SZ,2023-03
Somalia,3,2,1,0.5,SZ,2023-03
Afghanistan,101,56,25,0.44642857142857145,SZ,2023-03
China (Volksrepublik),19,15,11,0.73333333333333328,SZ,2023-03
Irak,39,23,8,0.34782608695652173,SZ,2023-03
Iran,15,11,6,0.54545454545454541,SZ,2023-03
Sri Lanka,80,62,34,0.54838709677419351,SZ,2023-03
Syrien,274,154,58,0.37662337662337664,SZ,2023-03
Türkei,193,115,26,0.22608695652173913,SZ,2023-03
Gesamttotal,884,548,251,0.45802919708029199,TG,2023-03
Äthiopien,21,12,8,0.66666666666666663,TG,2023-03
Eritrea,318,205,132,0.64390243902439026,TG,2023-03
Somalia,19,9,1,0.1111111111111111,TG,2023-03
Afghanistan,76,42,10,0.23809523809523808,TG,2023-03
China (Volksrepublik),20,15,7,0.46666666666666667,TG,2023-03
Irak,1,1,0,0,TG,2023-03
Iran,19,18,10,0.55555555555555558,TG,2023-03
Sri Lanka,55,34,21,0.61764705882352944,TG,2023-03
Syrien,198,116,43,0.37068965517241381,TG,2023-03
Türkei,110,75,14,0.18666666666666668,TG,2023-03
Gesamttotal,1460,870,224,0.25747126436781609,TI,2023-03
Äthiopien,9,7,1,0.14285714285714285,TI,2023-03
Eritrea,604,326,100,0.30674846625766872,TI,2023-03
Somalia,20,12,1,8.3333333333333329E-2,TI,2023-03
Afghanistan,123,71,19,0.26760563380281688,TI,2023-03
China (Volksrepublik),3,3,2,0.66666666666666663,TI,2023-03
Irak,15,9,2,0.22222222222222221,TI,2023-03
Iran,33,26,6,0.23076923076923078,TI,2023-03
Sri Lanka,79,60,32,0.53333333333333333,TI,2023-03
Syrien,285,161,29,0.18012422360248448,TI,2023-03
Türkei,177,122,17,0.13934426229508196,TI,2023-03
Gesamttotal,312,189,107,0.56613756613756616,UR,2023-03
Eritrea,120,79,56,0.70886075949367089,UR,2023-03
Afghanistan,23,12,5,0.41666666666666669,UR,2023-03
China (Volksrepublik),4,4,4,1,UR,2023-03
Irak,5,3,2,0.66666666666666663,UR,2023-03
Iran,3,3,1,0.33333333333333331,UR,2023-03
Sri Lanka,36,24,19,0.79166666666666663,UR,2023-03
Syrien,44,24,11,0.45833333333333331,UR,2023-03
Türkei,50,29,5,0.17241379310344829,UR,2023-03
Gesamttotal,5980,3510,1049,0.29886039886039883,VD,2023-03
Äthiopien,80,44,18,0.40909090909090912,VD,2023-03
Eritrea,1955,1158,438,0.37823834196891193,VD,2023-03
Somalia,130,70,14,0.2,VD,2023-03
Afghanistan,528,313,63,0.2012779552715655,VD,2023-03
China (Volksrepublik),25,17,11,0.6470588235294118,VD,2023-03
Irak,128,84,19,0.22619047619047619,VD,2023-03
Iran,93,63,15,0.23809523809523808,VD,2023-03
Sri Lanka,354,227,135,0.59471365638766516,VD,2023-03
Syrien,1443,773,181,0.23415265200517466,VD,2023-03
Türkei,712,443,60,0.13544018058690746,VD,2023-03
Gesamttotal,2165,1234,457,0.37034035656401942,VS,2023-03
Äthiopien,37,17,5,0.29411764705882354,VS,2023-03
Eritrea,641,378,184,0.48677248677248675,VS,2023-03
Somalia,59,25,9,0.36,VS,2023-03
Afghanistan,246,140,37,0.26428571428571429,VS,2023-03
China (Volksrepublik),12,9,7,0.77777777777777779,VS,2023-03
Irak,59,28,12,0.42857142857142855,VS,2023-03
Iran,34,18,6,0.33333333333333331,VS,2023-03
Sri Lanka,102,62,38,0.61290322580645162,VS,2023-03
Syrien,495,251,75,0.29880478087649404,VS,2023-03
Türkei,288,186,43,0.23118279569892472,VS,2023-03
Gesamttotal,9546,5910,3104,0.52521150592216581,ZH,2023-03
Äthiopien,88,56,29,0.5178571428571429,ZH,2023-03
Eritrea,3298,2062,1252,0.6071774975751697,ZH,2023-03
Somalia,279,163,87,0.53374233128834359,ZH,2023-03
Afghanistan,623,373,151,0.40482573726541554,ZH,2023-03
China (Volksrepublik),133,98,76,0.77551020408163263,ZH,2023-03
Irak,228,142,69,0.4859154929577465,ZH,2023-03
Iran,189,148,85,0.57432432432432434,ZH,2023-03
Sri Lanka,592,406,284,0.69950738916256161,ZH,2023-03
Syrien,2385,1348,679,0.50370919881305642,ZH,2023-03
Türkei,1111,723,215,0.29737206085753803,ZH,2023-03
Gesamttotal,814,488,232,0.47540983606557374,ZG,2023-03
Äthiopien,8,5,1,0.2,ZG,2023-03
Eritrea,302,172,103,0.59883720930232553,ZG,2023-03
Somalia,30,18,8,0.44444444444444442,ZG,2023-03
Afghanistan,54,35,17,0.48571428571428571,ZG,2023-03
China (Volksrepublik),7,5,5,1,ZG,2023-03
Irak,14,10,5,0.5,ZG,2023-03
Iran,6,6,5,0.83333333333333337,ZG,2023-03
Sri Lanka,86,58,33,0.56896551724137934,ZG,2023-03
Syrien,161,92,33,0.35869565217391303,ZG,2023-03
Türkei,128,73,17,0.23287671232876711,ZG,2023-03
Gesamttotal,4794,2951,1260,0.42697390715011863,AG,2023-04
Äthiopien,50,29,11,0.37931034482758619,AG,2023-04
Eritrea,2034,1233,667,0.5409570154095702,AG,2023-04
Somalia,49,29,11,0.37931034482758619,AG,2023-04
Afghanistan,266,150,42,0.28000000000000003,AG,2023-04
China (Volksrepublik),31,21,18,0.8571428571428571,AG,2023-04
Irak,87,51,19,0.37254901960784315,AG,2023-04
Iran,49,40,20,0.5,AG,2023-04
Sri Lanka,294,213,138,0.647887323943662,AG,2023-04
Syrien,891,503,174,0.34592445328031807,AG,2023-04
Türkei,798,529,108,0.20415879017013233,AG,2023-04
Gesamttotal,117,82,41,0.5,AI,2023-04
Eritrea,51,35,27,0.77142857142857146,AI,2023-04
Afghanistan,2,2,0,0,AI,2023-04
China (Volksrepublik),2,2,1,0.5,AI,2023-04
Irak,0,0,0,-,AI,2023-04
Iran,1,1,0,0,AI,2023-04
Sri Lanka,15,12,6,0.5,AI,2023-04
Syrien,21,13,5,0.38461538461538464,AI,2023-04
Türkei,22,15,2,0.13333333333333333,AI,2023-04
Gesamttotal,444,264,133,0.50378787878787878,AR,2023-04
Äthiopien,1,1,0,0,AR,2023-04
Eritrea,174,100,62,0.62,AR,2023-04
Somalia,8,7,5,0.7142857142857143,AR,2023-04
Afghanistan,34,19,7,0.36842105263157893,AR,2023-04
